id,matter_mg,anti_mg,confinement_pct,efficiency_pct,reactivity_pct,field_gradient_pct,speed_pct,total_energy_j,avg_power_w,stability_index,pair_events,threshold_events,gamma_gamma_share_pct,gamma_meson_share_pct,meson_share_pct
157,300,300,75,75,70,15,30,3.241295e+13,5.565411e+12,8.636539e-01,3.212031e+25,6.488549e+25,6.236949e+01,3.421854e+01,3.411971e+00
158,300,300,75,75,70,35,30,3.205655e+13,5.504215e+12,8.003300e-01,3.112285e+25,6.928376e+25,5.881627e+01,3.775636e+01,3.427366e+00
159,300,300,75,75,70,55,30,3.160626e+13,5.426898e+12,7.276272e-01,2.958485e+25,7.381101e+25,5.494142e+01,4.160795e+01,3.450627e+00
160,300,300,75,75,70,75,30,3.111474e+13,5.342504e+12,6.562650e-01,2.783619e+25,7.810692e+25,5.104564e+01,4.548099e+01,3.473370e+00
161,300,300,75,88,12,15,30,2.492956e+13,4.280488e+12,8.635819e-01,2.093340e+25,4.277090e+25,6.212237e+01,3.445874e+01,3.418891e+00
162,300,300,75,88,12,35,30,2.427730e+13,4.168492e+12,7.995580e-01,1.993763e+25,4.499562e+25,5.852173e+01,3.804285e+01,3.435417e+00
163,300,300,75,88,12,55,30,2.349988e+13,4.035007e+12,7.277993e-01,1.860193e+25,4.702496e+25,5.466369e+01,4.187827e+01,3.458040e+00
164,300,300,75,88,12,75,30,2.266120e+13,3.891002e+12,6.554206e-01,1.711468e+25,4.875586e+25,5.073342e+01,4.578506e+01,3.481513e+00
165,300,300,75,88,25,15,30,3.027992e+13,5.199161e+12,8.641375e-01,2.547668e+25,5.184896e+25,6.220893e+01,3.437460e+01,3.416467e+00
166,300,300,75,88,25,35,30,2.966626e+13,5.093794e+12,7.995137e-01,2.440921e+25,5.489767e+25,5.859660e+01,3.797003e+01,3.433371e+00
167,300,300,75,88,25,55,30,2.893352e+13,4.967982e+12,7.279550e-01,2.295093e+25,5.781625e+25,5.473685e+01,4.180706e+01,3.456087e+00
168,300,300,75,88,25,75,30,2.813097e+13,4.830180e+12,6.557928e-01,2.128631e+25,6.045756e+25,5.079468e+01,4.572540e+01,3.479916e+00
169,300,300,75,88,45,15,30,3.487684e+13,5.988468e+12,8.639952e-01,2.939217e+25,5.962779e+25,6.227756e+01,3.430789e+01,3.414545e+00
170,300,300,75,88,45,35,30,3.435618e+13,5.899069e+12,7.993714e-01,2.833030e+25,6.346564e+25,5.867999e+01,3.788892e+01,3.431091e+00
171,300,300,75,88,45,55,30,3.373341e+13,5.792138e+12,7.285126e-01,2.683592e+25,6.727327e+25,5.483988e+01,4.170678e+01,3.453337e+00
172,300,300,75,88,45,75,30,3.303538e+13,5.672283e+12,6.563505e-01,2.509437e+25,7.083431e+25,5.092280e+01,4.560063e+01,3.476574e+00
173,300,300,75,88,70,15,30,3.803127e+13,6.530095e+12,8.636674e-01,3.211341e+25,6.489870e+25,6.236059e+01,3.422719e+01,3.412220e+00
174,300,300,75,88,70,35,30,3.760760e+13,6.457350e+12,7.995435e-01,3.111791e+25,6.927214e+25,5.881741e+01,3.775526e+01,3.427335e+00
175,300,300,75,88,70,55,30,3.708060e+13,6.366861e+12,7.270959e-01,2.956662e+25,7.383205e+25,5.492108e+01,4.162775e+01,3.451170e+00
176,300,300,75,88,70,75,30,3.650513e+13,6.268050e+12,6.559337e-01,2.781618e+25,7.813182e+25,5.102369e+01,4.550237e+01,3.473942e+00
177,300,300,75,96,12,15,30,2.720096e+13,4.670494e+12,8.640506e-01,2.094721e+25,4.275934e+25,6.214262e+01,3.443905e+01,3.418324e+00
178,300,300,75,96,12,35,30,2.648945e+13,4.548326e+12,8.000059e-01,1.995010e+25,4.498796e+25,5.853916e+01,3.802590e+01,3.434940e+00
179,300,300,75,96,12,55,30,2.563218e+13,4.401130e+12,7.274680e-01,1.859685e+25,4.702202e+25,5.465874e+01,4.188309e+01,3.458173e+00
180,300,300,75,96,12,75,30,2.473397e+13,4.246905e+12,6.563893e-01,1.713460e+25,4.876240e+25,5.075448e+01,4.576456e+01,3.480964e+00
181,300,300,75,96,25,15,30,3.302532e+13,5.670556e+12,8.634063e-01,2.546530e+25,5.184967e+25,6.219852e+01,3.438472e+01,3.416759e+00
182,300,300,75,96,25,35,30,3.237550e+13,5.558980e+12,8.006615e-01,2.443366e+25,5.489220e+25,5.861956e+01,3.794770e+01,3.432743e+00
183,300,300,75,96,25,55,30,3.156232e+13,5.419354e+12,7.278237e-01,2.294606e+25,5.781822e+25,5.473259e+01,4.181121e+01,3.456201e+00
184,300,300,75,96,25,75,30,3.068414e+13,5.268569e+12,6.554615e-01,2.128479e+25,6.044658e+25,5.079720e+01,4.572295e+01,3.479850e+00
185,300,300,75,96,45,15,30,3.804210e+13,6.531954e+12,8.633619e-01,2.937570e+25,5.964671e+25,6.225731e+01,3.432757e+01,3.415112e+00
186,300,300,75,96,45,35,30,3.749453e+13,6.437934e+12,8.010172e-01,2.837230e+25,6.343285e+25,5.872386e+01,3.784625e+01,3.429892e+00
187,300,300,75,96,45,55,30,3.680076e+13,6.318812e+12,7.285793e-01,2.684221e+25,6.726429e+25,5.484772e+01,4.169915e+01,3.453128e+00
188,300,300,75,96,45,75,30,3.604598e+13,6.189213e+12,6.570171e-01,2.510702e+25,7.083886e+25,5.093060e+01,4.559303e+01,3.476370e+00
189,300,300,75,96,70,15,30,4.148842e+13,7.123698e+12,8.636340e-01,3.210177e+25,6.492368e+25,6.234335e+01,3.424395e+01,3.412703e+00
190,300,300,75,96,70,35,30,4.103021e+13,7.045023e+12,8.000388e-01,3.113876e+25,6.924819e+25,5.883822e+01,3.773501e+01,3.426766e+00
191,300,300,75,96,70,55,30,4.046641e+13,6.948217e+12,7.288733e-01,2.962044e+25,7.378308e+25,5.497415e+01,4.157610e+01,3.449753e+00
192,300,300,75,96,70,75,30,3.982265e+13,6.837680e+12,6.558111e-01,2.782349e+25,7.811578e+25,5.103349e+01,4.549282e+01,3.473687e+00
193,300,300,92,60,12,15,30,1.841201e+13,3.161404e+12,8.920881e-01,2.715800e+25,4.571520e+25,6.271146e+01,3.388615e+01,3.402395e+00
194,300,300,92,60,12,35,30,1.795833e+13,3.083504e+12,8.277433e-01,2.584382e+25,4.820801e+25,5.911933e+01,3.746159e+01,3.419083e+00
195,300,300,92,60,12,55,30,1.742897e+13,2.992611e+12,7.576055e-01,2.412865e+25,5.050915e+25,5.531471e+01,4.124463e+01,3.440662e+00
196,300,300,92,60,12,75,30,1.683700e+13,2.890968e+12,6.848268e-01,2.215582e+25,5.248790e+25,5.140638e+01,4.512966e+01,3.463960e+00
197,300,300,92,60,25,15,30,2.192695e+13,3.764929e+12,8.920437e-01,3.240404e+25,5.434585e+25,6.278910e+01,3.381068e+01,3.400220e+00
198,300,300,92,60,25,35,30,2.152412e+13,3.695762e+12,8.282990e-01,3.105155e+25,5.766841e+25,5.921089e+01,3.737253e+01,3.416580e+00
199,300,300,92,60,25,55,30,2.103477e+13,3.611740e+12,7.569611e-01,2.917930e+25,6.087673e+25,5.538353e+01,4.117765e+01,3.438826e+00
200,300,300,92,60,25,75,30,2.049353e+13,3.518806e+12,6.848989e-01,2.702849e+25,6.380745e+25,5.147471e+01,4.506311e+01,3.462178e+00
201,300,300,92,60,45,15,30,2.484676e+13,4.266270e+12,8.925993e-01,3.679311e+25,6.146589e+25,6.287190e+01,3.373020e+01,3.397902e+00
202,300,300,92,60,45,35,30,2.451866e+13,4.209934e+12,8.292546e-01,3.549304e+25,6.551219e+25,5.933986e+01,3.724708e+01,3.413055e+00
203,300,300,92,60,45,55,30,2.410227e+13,4.138440e+12,7.561167e-01,3.352582e+25,6.962618e+25,5.547735e+01,4.108633e+01,3.436321e+00
204,300,300,92,60,45,75,30,2.365845e+13,4.062233e+12,6.858546e-01,3.134714e+25,7.346338e+25,5.162252e+01,4.491915e+01,3.458323e+00
205,300,300,92,60,70,15,30,2.679421e+13,4.600655e+12,8.926715e-01,3.976488e+25,6.614445e+25,6.296339e+01,3.364127e+01,3.395340e+00
206,300,300,92,60,70,35,30,2.652816e+13,4.554973e+12,8.286102e-01,3.855559e+25,7.064654e+25,5.949602e+01,3.709519e+01,3.408787e+00
207,300,300,92,60,70,55,30,2.619437e+13,4.497660e+12,7.560791e-01,3.658187e+25,7.546479e+25,5.561540e+01,4.095196e+01,3.432636e+00
208,300,300,92,60,70,75,30,2.582717e+13,4.434610e+12,6.848378e-01,3.434053e+25,8.003725e+25,5.173209e+01,4.481245e+01,3.455465e+00
209,300,300,92,75,12,15,30,2.301730e+13,3.952146e+12,8.923547e-01,2.716917e+25,4.570582e+25,6.272477e+01,3.387321e+01,3.402022e+00
210,300,300,92,75,12,35,30,2.244852e+13,3.854484e+12,8.278100e-01,2.584714e+25,4.820636e+25,5.912223e+01,3.745876e+01,3.419004e+00
211,300,300,92,75,12,55,30,2.177540e+13,3.738908e+12,7.565007e-01,2.410455e+25,5.050090e+25,5.529769e+01,4.126119e+01,3.441117e+00
212,300,300,92,75,12,75,30,2.104553e+13,3.613587e+12,6.847594e-01,2.215202e+25,5.249119e+25,5.140105e+01,4.513485e+01,3.464099e+00
213,300,300,92,75,25,15,30,2.741425e+13,4.707117e+12,8.927763e-01,3.241601e+25,5.434707e+25,6.279699e+01,3.380301e+01,3.399999e+00
214,300,300,92,75,25,35,30,2.691034e+13,4.620594e+12,8.289316e-01,3.106951e+25,5.766181e+25,5.922541e+01,3.735841e+01,3.416183e+00
215,300,300,92,75,25,55,30,2.629089e+13,4.514232e+12,7.566729e-01,2.916765e+25,6.088329e+25,5.537301e+01,4.118788e+01,3.439106e+00
216,300,300,92,75,25,75,30,2.562117e+13,4.399239e+12,6.853316e-01,2.704591e+25,6.379980e+25,5.149043e+01,4.504780e+01,3.461768e+00
217,300,300,92,75,45,15,30,3.105431e+13,5.332127e+12,8.919320e-01,3.678148e+25,6.146714e+25,6.286520e+01,3.373671e+01,3.398089e+00
218,300,300,92,75,45,35,30,3.064180e+13,5.261298e+12,8.282873e-01,3.549151e+25,6.548514e+25,5.934930e+01,3.723791e+01,3.412797e+00
219,300,300,92,75,45,55,30,3.013093e+13,5.173580e+12,7.565285e-01,3.354260e+25,6.961337e+25,5.549194e+01,4.107212e+01,3.435931e+00
220,300,300,92,75,45,75,30,2.956834e+13,5.076982e+12,6.852872e-01,3.134483e+25,7.344823e+25,5.162509e+01,4.491666e+01,3.458256e+00
221,300,300,92,75,70,15,30,3.349294e+13,5.750849e+12,8.927041e-01,3.978642e+25,6.610863e+25,6.298719e+01,3.361814e+01,3.394673e+00
222,300,300,92,75,70,35,30,3.316689e+13,5.694864e+12,8.298429e-01,3.857347e+25,7.064691e+25,5.950524e+01,3.708622e+01,3.408535e+00
223,300,300,92,75,70,55,30,3.274648e+13,5.622678e+12,7.566566e-01,3.659820e+25,7.545460e+25,5.562772e+01,4.093998e+01,3.432307e+00
224,300,300,92,75,70,75,30,3.227971e+13,5.542532e+12,6.842152e-01,3.431822e+25,8.005301e+25,5.171411e+01,4.482995e+01,3.455934e+00
225,300,300,92,88,12,15,30,2.700574e+13,4.636975e+12,8.922322e-01,2.717096e+25,4.569876e+25,6.272955e+01,3.386856e+01,3.401888e+00
226,300,300,92,88,12,35,30,2.634896e+13,4.524203e+12,8.286874e-01,2.587071e+25,4.820161e+25,5.914372e+01,3.743787e+01,3.418416e+00
227,300,300,92,88,12,55,30,2.554764e+13,4.386613e+12,7.563122e-01,2.409607e+25,5.050462e+25,5.528958e+01,4.126908e+01,3.441333e+00
228,300,300,92,88,12,75,30,2.469357e+13,4.239967e+12,6.847709e-01,2.215448e+25,5.248822e+25,5.140450e+01,4.513149e+01,3.464010e+00
229,300,300,92,88,25,15,30,3.216883e+13,5.523495e+12,8.930878e-01,3.242623e+25,5.433982e+25,6.280660e+01,3.379367e+01,3.399730e+00
230,300,300,92,88,25,35,30,3.156530e+13,5.419866e+12,8.279431e-01,3.105736e+25,5.764492e+25,5.922504e+01,3.735877e+01,3.416194e+00
231,300,300,92,88,25,55,30,3.084916e+13,5.296903e+12,7.567843e-01,2.918743e+25,6.085751e+25,5.539660e+01,4.116493e+01,3.438477e+00
232,300,300,92,88,25,75,30,3.006230e+13,5.161795e+12,6.853430e-01,2.703829e+25,6.381078e+25,5.148120e+01,4.505679e+01,3.462009e+00
233,300,300,92,88,45,15,30,3.644271e+13,6.257334e+12,8.927094e-01,3.679555e+25,6.146409e+25,6.287414e+01,3.372802e+01,3.397839e+00
234,300,300,92,88,45,35,30,3.595842e+13,6.174179e+12,8.289647e-01,3.550050e+25,6.548969e+25,5.935306e+01,3.723425e+01,3.412694e+00
235,300,300,92,88,45,55,30,3.535166e+13,6.069997e+12,7.563060e-01,3.353274e+25,6.962205e+25,5.548277e+01,4.108106e+01,3.436176e+00
236,300,300,92,88,45,75,30,3.469621e+13,5.957454e+12,6.855647e-01,3.133321e+25,7.347414e+25,5.161001e+01,4.493134e+01,3.458649e+00
237,300,300,92,88,70,15,30,3.929592e+13,6.747240e+12,8.922816e-01,3.977377e+25,6.612092e+25,6.297638e+01,3.362864e+01,3.394976e+00
238,300,300,92,88,70,35,30,3.890930e+13,6.680855e+12,8.288203e-01,3.854918e+25,7.066246e+25,5.948704e+01,3.710393e+01,3.409032e+00
239,300,300,92,88,70,55,30,3.842419e+13,6.597559e+12,7.568892e-01,3.660113e+25,7.545483e+25,5.562974e+01,4.093800e+01,3.432253e+00
240,300,300,92,88,70,75,30,3.788216e+13,6.504492e+12,6.851270e-01,3.434408e+25,8.003994e+25,5.173358e+01,4.481099e+01,3.455426e+00
241,300,300,92,96,12,15,30,2.947317e+13,5.060640e+12,8.933648e-01,2.719161e+25,4.570457e+25,6.274234e+01,3.385613e+01,3.401530e+00
242,300,300,92,96,12,35,30,2.874237e+13,4.935160e+12,8.285201e-01,2.586591e+25,4.820343e+25,5.913872e+01,3.744272e+01,3.418553e+00
243,300,300,92,96,12,55,30,2.787306e+13,4.785897e+12,7.565449e-01,2.410142e+25,5.050657e+25,5.529296e+01,4.126579e+01,3.441243e+00
244,300,300,92,96,12,75,30,2.693725e+13,4.625214e+12,6.846827e-01,2.215532e+25,5.248324e+25,5.140728e+01,4.512878e+01,3.463937e+00
245,300,300,92,96,25,15,30,3.508581e+13,6.024348e+12,8.923205e-01,3.240688e+25,5.434762e+25,6.279103e+01,3.380880e+01,3.400166e+00
246,300,300,92,96,25,35,30,3.444571e+13,5.914441e+12,8.289757e-01,3.107896e+25,5.764848e+25,5.923697e+01,3.734717e+01,3.415868e+00
247,300,300,92,96,25,55,30,3.364710e+13,5.777318e+12,7.562170e-01,2.915554e+25,6.088374e+25,5.536469e+01,4.119598e+01,3.439328e+00
248,300,300,92,96,25,75,30,3.279141e+13,5.630393e+12,6.850383e-01,2.704110e+25,6.379419e+25,5.148909e+01,4.504910e+01,3.461803e+00
249,300,300,92,96,45,15,30,3.975305e+13,6.825730e+12,8.923761e-01,3.680052e+25,6.144572e+25,6.288429e+01,3.371816e+01,3.397555e+00
250,300,300,92,96,45,35,30,3.921665e+13,6.733628e+12,8.277314e-01,3.544358e+25,6.554689e+25,5.929903e+01,3.728679e+01,3.414171e+00
251,300,300,92,96,45,55,30,3.856898e+13,6.622421e+12,7.566726e-01,3.354971e+25,6.960751e+25,5.549807e+01,4.106617e+01,3.435768e+00
252,300,300,92,96,45,75,30,3.784132e+13,6.497480e+12,6.847104e-01,3.131871e+25,7.346454e+25,5.160400e+01,4.493719e+01,3.458806e+00
253,300,300,92,96,70,15,30,4.286997e+13,7.360915e+12,8.925482e-01,3.977830e+25,6.611655e+25,6.298097e+01,3.362418e+01,3.394847e+00
254,300,300,92,96,70,35,30,4.244906e+13,7.288643e+12,8.291891e-01,3.854138e+25,7.068417e+25,5.947543e+01,3.711522e+01,3.409350e+00
255,300,300,92,96,70,55,30,4.191817e+13,7.197487e+12,7.570027e-01,3.659521e+25,7.546849e+25,5.562160e+01,4.094592e+01,3.432470e+00
256,300,300,92,96,70,75,30,4.132610e+13,7.095828e+12,6.851405e-01,3.433072e+25,8.005782e+25,5.172151e+01,4.482274e+01,3.455741e+00
